Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 37,174,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 2,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 9,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 33,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 9,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 46,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 9,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 56,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 9,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyOnNonLenientPropertiesComponent,Magic Number,The method contains a magic number: 69,181,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 3,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 33,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 46,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 56,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 69,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 2,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 95,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 9,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralErrorsWithPreciseSpecificrange,Magic Number,The method contains a magic number: 111,190,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelDiagnosticTest,testSeveralUnknowPropertyAndAnotherError,Magic Number,The method contains a magic number: 2,201,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelKModelineDiagnosticTest,testDuplicatedTraitsInModeline,Magic Number,The method contains a magic number: 2,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelKModelineDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelKModelineDiagnosticTest,testDuplicatedTraitsInModeline,Magic Number,The method contains a magic number: 18,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelKModelineDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelKModelineDiagnosticTest,testDuplicatedTraitsInModeline,Magic Number,The method contains a magic number: 38,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelKModelineDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelKModelineDiagnosticTest,testDuplicatedTraitsInModeline,Magic Number,The method contains a magic number: 45,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelKModelineDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelKModelineDiagnosticTest,testDuplicatedTraitsInModeline,Magic Number,The method contains a magic number: 66,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelKModelineDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelPropertiesDiagnosticTest,testUnknownParameterPropertiesFile,Magic Number,The method contains a magic number: 22,29,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelPropertiesDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelPropertiesDiagnosticTest,testUnknownParameterPropertiesFile,Magic Number,The method contains a magic number: 38,29,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelPropertiesDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,CamelPropertiesDiagnosticTest,testValidationSeveralErrors,Magic Number,The method contains a magic number: 2,43,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\CamelPropertiesDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnXml,Magic Number,The method contains a magic number: 8,24,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnXml,Magic Number,The method contains a magic number: 16,24,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnXml,Magic Number,The method contains a magic number: 8,24,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnXml,Magic Number,The method contains a magic number: 36,24,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnJava,Magic Number,The method contains a magic number: 12,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnJava,Magic Number,The method contains a magic number: 14,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnJava,Magic Number,The method contains a magic number: 12,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKnativeHintOnJava,Magic Number,The method contains a magic number: 34,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnXml,Magic Number,The method contains a magic number: 8,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnXml,Magic Number,The method contains a magic number: 16,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnXml,Magic Number,The method contains a magic number: 8,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnXml,Magic Number,The method contains a magic number: 60,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnJava,Magic Number,The method contains a magic number: 12,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnJava,Magic Number,The method contains a magic number: 14,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnJava,Magic Number,The method contains a magic number: 12,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.diagnostic,ConnectedModeDiagnosticTest,testKubernetesHintOnJava,Magic Number,The method contains a magic number: 58,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\diagnostic\ConnectedModeDiagnosticTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,AbstractDocumentSymbolProcessor,createSymbolInformations,Long Statement,The length of the statement "Optional<String> componentName=endpoints.stream().filter(ced -> Integer.valueOf(ced.getLineNumber()) - 1 == range.getStart().getLine()).map(CamelEndpointDetails::getEndpointUri).map(this::shortEndpoint).findFirst();" is 215.,42,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\documentsymbol\AbstractDocumentSymbolProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,AbstractDocumentSymbolProcessor,createSymbolInformation,Long Statement,The length of the statement "return Either.forRight(new DocumentSymbol(componentPath.isPresent() ? nodeDetailsName + " " + componentPath.get() : nodeDetailsName`SymbolKind.Field`range`range));" is 163.,59,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\documentsymbol\AbstractDocumentSymbolProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolXMLProcessor,getSymbolInformations,Long Identifier,The length of the field CANNOT_DETERMINE_DOCUMENT_SYMBOLS is 33.,52,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolXMLProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolXMLProcessor,getSymbolInformations,Long Statement,The length of the statement "List<CamelNodeDetails> camelNodeDetails=XmlRouteParser.parseXmlRouteTree(createInputStream(textDocumentItem)`""`rawpath);" is 121.,52,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolXMLProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolXMLProcessor,convertToSymbolInformation,Long Statement,The length of the statement "res.add(Either.forRight(new DocumentSymbol(displayNameOfSymbol`SymbolKind.Field`location.getRange()`location.getRange())));" is 123.,78,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolXMLProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Long Statement,The length of the statement "String textTotest="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <route id=\"a route\">\r\n"+ " <from uri=\"direct:cafe\"/>\r\n"+ " <split>\r\n"+ " <method bean=\"orderSplitter\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </split>\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route\">\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ "</camelContext>\n";" is 509.,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Long Statement,The length of the statement "DocumentSymbol firstRoute=documentSymbols.stream().filter(item -> "a route".equals(item.getRight().getName())).map(item -> item.getRight()).findAny().get();" is 156.,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Magic Number,The method contains a magic number: 8,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Magic Number,The method contains a magic number: 2,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Magic Number,The method contains a magic number: 24,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Magic Number,The method contains a magic number: 8,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbol,Magic Number,The method contains a magic number: 12,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Long Statement,The length of the statement "String textTotest="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + " <route id=\"a route\">\r\n" + " <from uri=\"direct:cafe\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </route>\r\n"+ "</camelContext>\n";" is 242.,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 4,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 2,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 3,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 30,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 3,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 3,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEndpointsInXml,Magic Number,The method contains a magic number: 30,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEmptyCamelContextReturnCamelContextDocumentSymbol,Long Statement,The length of the statement "String textTotest="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + "</camelContext>\n";" is 122.,103,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,test2CamelContext,Long Statement,The length of the statement "String textTotest="<beans xmlns=\"http://www.springframework.org/schema/beans\"\n" + " xmlns:xsi=\"http://www.w3.org/2001/XMLSchema-instance\"\n" + " xsi:schemaLocation=\"\n"+ " http://www.springframework.org/schema/beans https://www.springframework.org/schema/beans/spring-beans.xsd\n"+ " http://camel.apache.org/schema/spring https://camel.apache.org/schema/spring/camel-spring.xsd\">\n"+ "<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n"+ "\r\n"+ " <route id=\"a route\">\r\n"+ " <from uri=\"direct:cafe\"/>\r\n"+ " <split>\r\n"+ " <method bean=\"orderSplitter\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </split>\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route\">\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ "</camelContext>\n"+ "<camelContext id=\"camel2\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n"+ "\r\n"+ " <route id=\"a route2\">\r\n"+ " <from uri=\"direct:cafe\"/>\r\n"+ " <split>\r\n"+ " <method bean=\"orderSplitter\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </split>\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route2\">\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ "</camelContext>\n"+ "</beans>";" is 1385.,111,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,test2CamelContext,Magic Number,The method contains a magic number: 16,111,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEmptyRoutes,Long Statement,The length of the statement "String textTotest="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <route id=\"a route\">\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route\">\r\n"+ " </route>\n"+ "</camelContext>\n";" is 239.,157,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testEmptyRoutes,Magic Number,The method contains a magic number: 3,157,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
